order_id,target,total_items,exported,output_file
00101663,rollcontainer,29,no,
00101664,euro-pallet,56,no,
00101665,rollcontainer,40,no,
00101666,rollcontainer,33,no,
00101667,rollcontainer,45,no,
00101668,rollcontainer,43,no,
00101669,euro-pallet,52,no,
00101670,rollcontainer,42,no,
00101671,rollcontainer,39,no,
00101672,euro-pallet,37,no,
00101673,euro-pallet,46,no,
00101674,rollcontainer,45,no,
00101675,euro-pallet,50,no,
00101676,rollcontainer,32,no,
00101677,rollcontainer,48,no,
00101678,rollcontainer,46,no,
00101679,euro-pallet,32,no,
00101680,euro-pallet,49,no,
00101681,rollcontainer,39,no,
00101682,euro-pallet,65,no,
00101683,rollcontainer,17,no,
00101684,euro-pallet,63,no,
00101685,euro-pallet,27,no,
00101686,euro-pallet,49,no,
00101687,euro-pallet,59,no,
00101688,rollcontainer,37,no,
00101689,rollcontainer,43,no,
00101690,euro-pallet,56,no,
00101691,euro-pallet,48,no,
00101692,rollcontainer,20,no,
00101693,euro-pallet,50,no,
00101694,euro-pallet,57,no,
00101695,euro-pallet,47,no,
00101696,rollcontainer,47,no,
00101697,rollcontainer,43,no,
00101698,rollcontainer,44,no,
00101699,rollcontainer,42,no,
00101700,rollcontainer,36,no,
00101701,rollcontainer,28,no,
00101702,rollcontainer,44,no,
00101703,euro-pallet,39,no,
00101704,euro-pallet,62,no,
00101705,rollcontainer,21,no,
00101706,rollcontainer,45,no,
00101707,rollcontainer,44,no,
00101708,rollcontainer,68,no,
00101709,rollcontainer,17,no,
00101710,euro-pallet,40,no,
00101711,rollcontainer,34,no,
00101712,euro-pallet,63,no,
00101713,euro-pallet,52,no,
00101714,rollcontainer,51,no,
00101715,euro-pallet,54,no,
00101716,euro-pallet,57,no,
00101717,rollcontainer,45,no,
00101718,rollcontainer,38,no,
00101719,rollcontainer,45,no,
00101720,rollcontainer,16,no,
00101721,rollcontainer,34,no,
00101722,rollcontainer,31,no,
00101723,euro-pallet,43,no,
00101724,rollcontainer,34,no,
00101725,rollcontainer,37,no,
00101726,rollcontainer,41,no,
00101727,rollcontainer,23,no,
00101728,euro-pallet,56,no,
00101729,rollcontainer,44,no,
00101730,euro-pallet,63,no,
00101731,rollcontainer,19,no,
00101732,euro-pallet,68,no,
00101733,euro-pallet,63,no,
00101734,euro-pallet,55,no,
00101735,rollcontainer,29,no,
00101736,euro-pallet,58,no,
00101737,rollcontainer,17,no,
00101738,rollcontainer,32,no,
00101739,rollcontainer,48,no,
00101740,euro-pallet,59,no,
00101741,euro-pallet,24,no,
00101742,euro-pallet,46,no,
00101743,rollcontainer,45,no,
00101744,euro-pallet,55,no,
00101745,rollcontainer,37,no,
00101746,rollcontainer,25,no,
00101747,rollcontainer,44,no,
00101748,euro-pallet,50,no,
00101749,rollcontainer,61,no,
00101750,rollcontainer,18,no,
00101751,euro-pallet,58,no,
00101752,euro-pallet,38,no,
00101753,euro-pallet,53,no,
00101754,rollcontainer,44,no,
00101755,euro-pallet,54,no,
00101756,euro-pallet,50,no,
00101757,euro-pallet,66,no,
00101758,rollcontainer,43,no,
00101759,rollcontainer,29,no,
00101760,rollcontainer,40,no,
00101761,euro-pallet,59,no,
00101762,rollcontainer,18,no,
00101763,rollcontainer,30,no,
00101764,rollcontainer,37,no,
00101765,euro-pallet,56,no,
00101766,rollcontainer,29,no,
00101767,rollcontainer,44,no,
00101768,euro-pallet,54,no,
00101769,rollcontainer,42,no,
00101770,euro-pallet,57,no,
00101771,euro-pallet,39,no,
00101772,rollcontainer,43,no,
00101773,rollcontainer,39,no,
00101774,euro-pallet,56,no,
00101775,euro-pallet,53,no,
00101776,euro-pallet,107,no,
00101777,rollcontainer,30,no,
00101778,euro-pallet,64,no,
00101779,euro-pallet,45,no,
00101780,euro-pallet,54,no,
00101781,euro-pallet,46,no,
00101782,euro-pallet,50,no,
00101783,rollcontainer,33,no,
00101784,euro-pallet,44,no,
00101785,euro-pallet,55,no,
00101786,rollcontainer,46,no,
00101787,rollcontainer,16,no,
00101788,euro-pallet,57,no,
00101789,rollcontainer,48,no,
00101790,euro-pallet,55,no,
00101791,euro-pallet,63,no,
00101792,euro-pallet,63,no,
00101793,rollcontainer,21,no,
00101794,rollcontainer,44,no,
00101795,euro-pallet,50,no,
00101796,rollcontainer,34,no,
00101797,rollcontainer,44,no,
00101798,rollcontainer,32,no,
00101799,euro-pallet,58,no,
00101800,rollcontainer,40,no,
00101801,euro-pallet,66,no,
00101802,euro-pallet,47,no,
00101803,rollcontainer,16,no,
00101804,euro-pallet,50,no,
00101805,rollcontainer,31,no,
00101806,rollcontainer,18,no,
00101807,rollcontainer,22,no,
00101808,euro-pallet,54,no,
00101809,rollcontainer,46,no,
00101810,rollcontainer,62,no,
00101811,euro-pallet,48,no,
00101812,rollcontainer,19,no,
00101813,rollcontainer,37,no,
00101814,euro-pallet,58,no,
00101815,rollcontainer,44,no,
00101816,rollcontainer,43,no,
00101817,rollcontainer,44,no,
00101818,euro-pallet,61,no,
00101819,euro-pallet,54,no,
00101820,rollcontainer,51,no,
00101821,rollcontainer,42,no,
00101822,euro-pallet,33,no,
00101823,rollcontainer,39,no,
00101824,euro-pallet,54,no,
00101825,euro-pallet,47,no,
00101826,euro-pallet,33,no,
00101827,rollcontainer,37,no,
00101828,euro-pallet,54,no,
00101829,euro-pallet,36,no,
00101830,euro-pallet,56,no,
00101831,euro-pallet,55,no,
00101832,rollcontainer,33,no,
00101833,euro-pallet,57,no,
00101834,rollcontainer,37,no,
00101835,rollcontainer,32,no,
00101836,euro-pallet,51,no,
00101837,rollcontainer,39,no,
00101838,rollcontainer,19,no,
00101839,rollcontainer,37,no,
00101840,rollcontainer,42,no,
00101841,euro-pallet,57,no,
00101842,rollcontainer,22,no,
00101843,euro-pallet,41,no,
00101844,rollcontainer,44,no,
00101845,euro-pallet,56,no,
00101846,euro-pallet,55,no,
00101847,rollcontainer,42,no,
00101848,rollcontainer,46,no,
00101849,rollcontainer,39,no,
00101850,euro-pallet,55,no,
00101851,rollcontainer,40,no,
00101852,euro-pallet,52,no,
00101853,euro-pallet,48,no,
00101854,euro-pallet,39,no,
00101855,euro-pallet,43,no,
00101856,rollcontainer,45,no,
00101857,rollcontainer,49,no,
00101858,euro-pallet,54,no,
00101859,rollcontainer,53,no,
00101860,euro-pallet,66,no,
00101861,euro-pallet,59,no,
00101862,rollcontainer,33,no,
00101863,rollcontainer,49,no,
00101864,rollcontainer,48,no,
00101865,rollcontainer,44,no,
00101866,rollcontainer,20,no,
00101867,rollcontainer,59,no,
00101868,rollcontainer,40,no,
00101869,rollcontainer,44,no,
00101870,euro-pallet,59,no,
00101871,euro-pallet,44,no,
00101872,euro-pallet,49,no,
00101873,rollcontainer,32,no,
00101874,euro-pallet,56,no,
00101875,rollcontainer,22,no,
00101876,rollcontainer,44,no,
00101877,euro-pallet,60,no,
00101878,rollcontainer,35,no,
00101879,rollcontainer,40,no,
00101880,rollcontainer,44,no,
00101881,rollcontainer,47,no,
00101882,euro-pallet,45,no,
00101883,euro-pallet,54,no,
00101884,rollcontainer,37,no,
00101885,euro-pallet,59,no,
00101886,rollcontainer,45,no,
00101887,rollcontainer,21,no,
00101888,euro-pallet,49,no,
00101889,euro-pallet,61,no,
00101890,euro-pallet,67,no,
00101891,rollcontainer,43,no,
00101892,euro-pallet,30,no,
00101893,rollcontainer,37,no,
00101894,euro-pallet,60,no,
00101895,rollcontainer,26,no,
00101896,euro-pallet,54,no,
00101897,rollcontainer,42,no,
00101898,euro-pallet,40,no,
00101899,euro-pallet,94,no,
00101900,rollcontainer,38,no,
00101901,euro-pallet,50,no,
00101902,rollcontainer,21,no,
00101903,rollcontainer,49,no,
00101904,euro-pallet,46,no,
00101905,euro-pallet,70,no,
00101906,euro-pallet,59,no,
00101907,rollcontainer,36,no,
00101908,rollcontainer,48,no,
00101909,euro-pallet,51,no,
00101910,rollcontainer,43,no,
00101911,rollcontainer,16,no,
00101912,euro-pallet,62,no,
00101913,euro-pallet,50,no,
00101914,euro-pallet,49,no,
00101915,rollcontainer,26,no,
00101916,rollcontainer,35,no,
00101917,euro-pallet,57,no,
00101918,rollcontainer,42,no,
00101919,rollcontainer,17,no,
00101920,rollcontainer,22,no,
00101921,rollcontainer,44,no,
00101922,euro-pallet,37,no,
00101923,rollcontainer,18,no,
00101924,rollcontainer,36,no,
00101925,euro-pallet,61,no,
00101926,euro-pallet,43,no,
00101927,rollcontainer,34,no,
00101928,rollcontainer,45,no,
00101929,euro-pallet,44,no,
00101930,rollcontainer,21,no,
00101931,rollcontainer,44,no,
00101932,rollcontainer,33,no,
00101933,rollcontainer,37,no,
00101934,rollcontainer,17,no,
00101935,euro-pallet,49,no,
00101936,euro-pallet,43,no,
00101937,rollcontainer,43,no,
00101938,rollcontainer,36,no,
00101939,euro-pallet,46,no,
00101940,euro-pallet,50,no,
00101941,rollcontainer,18,no,
00101942,rollcontainer,48,no,
00101943,euro-pallet,48,no,
00101944,euro-pallet,57,no,
00101945,rollcontainer,37,no,
00101946,rollcontainer,34,no,
00101947,rollcontainer,37,no,
00101948,rollcontainer,41,no,
00101949,rollcontainer,29,no,
00101950,euro-pallet,44,no,
00101951,rollcontainer,43,no,
00101952,rollcontainer,32,no,
00101953,rollcontainer,32,no,
00101954,euro-pallet,37,no,
00101955,rollcontainer,19,no,
00101956,euro-pallet,47,no,
00101957,rollcontainer,34,no,
00101958,rollcontainer,36,no,
00101959,euro-pallet,33,no,
00101960,euro-pallet,46,no,
00101961,euro-pallet,55,no,
00101962,rollcontainer,45,no,
00101963,euro-pallet,44,no,
00101964,rollcontainer,42,no,
00101965,rollcontainer,39,no,
00101966,rollcontainer,33,no,
00101967,euro-pallet,55,no,
00101968,euro-pallet,68,no,
00101969,rollcontainer,38,no,
00101970,euro-pallet,35,no,
00101971,rollcontainer,48,no,
00101972,rollcontainer,39,no,
00101973,euro-pallet,47,no,
00101974,rollcontainer,69,no,
00101975,euro-pallet,51,no,
00101976,rollcontainer,21,no,
00101977,rollcontainer,15,no,
00101978,euro-pallet,53,no,
00101979,rollcontainer,37,no,
00101980,rollcontainer,51,no,
00101981,rollcontainer,35,no,
00101982,euro-pallet,31,no,
00101983,euro-pallet,37,no,
00101984,euro-pallet,49,no,
00101985,rollcontainer,32,no,
00101986,euro-pallet,33,no,
00101987,rollcontainer,43,no,
00101988,rollcontainer,32,no,
00101989,rollcontainer,26,no,
00101990,rollcontainer,29,no,
00101991,rollcontainer,43,no,
00101992,euro-pallet,53,no,
00101993,euro-pallet,32,no,
00101994,rollcontainer,34,no,
00101995,euro-pallet,43,no,
00101996,rollcontainer,21,no,
00101997,euro-pallet,48,no,
00101998,euro-pallet,54,no,
00101999,rollcontainer,35,no,
00102000,rollcontainer,24,no,
00102001,rollcontainer,38,no,
00102002,euro-pallet,68,no,
00102003,rollcontainer,39,no,
00102004,rollcontainer,23,no,
00102005,rollcontainer,47,no,
00102006,rollcontainer,38,no,
00102007,euro-pallet,55,no,
00102008,euro-pallet,99,no,
00102009,rollcontainer,17,no,
00102010,rollcontainer,44,no,
00102011,rollcontainer,21,no,
00102012,euro-pallet,43,no,
00102013,euro-pallet,41,no,
00102014,euro-pallet,35,no,
00102015,rollcontainer,36,no,
00102016,euro-pallet,49,no,
00102017,rollcontainer,35,no,
00102018,rollcontainer,18,no,
00102019,euro-pallet,55,no,
00102020,rollcontainer,43,no,
00102021,euro-pallet,62,no,
00102022,euro-pallet,52,no,
00102023,euro-pallet,32,no,
00102024,rollcontainer,35,no,
00102025,rollcontainer,39,no,
00102026,rollcontainer,20,no,
00102027,euro-pallet,57,no,
00102028,rollcontainer,23,no,
00102029,rollcontainer,43,no,
00102030,rollcontainer,19,no,
00102031,rollcontainer,31,no,
00102032,euro-pallet,60,no,
00102033,rollcontainer,45,no,
00102034,euro-pallet,54,no,
00102035,rollcontainer,29,no,
00102036,rollcontainer,29,no,
00102037,euro-pallet,44,no,
00102038,euro-pallet,57,no,
00102039,euro-pallet,51,no,
00102040,rollcontainer,29,no,
00102041,rollcontainer,32,no,
00102042,euro-pallet,56,no,
00102043,rollcontainer,17,no,
00102044,euro-pallet,65,no,
00102045,rollcontainer,41,no,
00102046,rollcontainer,42,no,
00102047,euro-pallet,63,no,
00102048,euro-pallet,45,no,
00102049,rollcontainer,43,no,
00102050,euro-pallet,51,no,
00102051,euro-pallet,44,no,
00102052,euro-pallet,43,no,
00102053,euro-pallet,54,no,
00102054,rollcontainer,17,no,
00102055,euro-pallet,51,no,
00102056,euro-pallet,60,no,
00102057,rollcontainer,31,no,
00102058,rollcontainer,43,no,
00102059,rollcontainer,31,no,
00102060,rollcontainer,43,no,
00102061,euro-pallet,36,no,
00102062,euro-pallet,43,no,
00102063,euro-pallet,43,no,
00102064,rollcontainer,43,no,
00102065,euro-pallet,42,no,
00102066,rollcontainer,48,no,
00102067,rollcontainer,17,no,
00102068,euro-pallet,43,no,
00102069,euro-pallet,44,no,
00102070,rollcontainer,44,no,
00102071,euro-pallet,46,no,
00102072,rollcontainer,45,no,
00102073,euro-pallet,56,no,
00102074,rollcontainer,29,no,
00102075,euro-pallet,75,no,
00102076,euro-pallet,60,no,
00102077,rollcontainer,18,no,
00102078,euro-pallet,44,no,
00102079,euro-pallet,26,no,
00102080,rollcontainer,39,no,
00102081,euro-pallet,64,no,
00102082,rollcontainer,44,no,
00102083,euro-pallet,52,no,
00102084,euro-pallet,43,no,
00102085,rollcontainer,23,no,
00102086,rollcontainer,32,no,
00102087,rollcontainer,60,no,
00102088,euro-pallet,44,no,
00102089,rollcontainer,47,no,
00102090,rollcontainer,45,no,
00102091,rollcontainer,34,no,
00102092,rollcontainer,20,no,
00102093,rollcontainer,15,no,
00102094,euro-pallet,55,no,
00102095,euro-pallet,28,no,
00102096,euro-pallet,42,no,
00102097,rollcontainer,21,no,
00102098,rollcontainer,46,no,
00102099,rollcontainer,41,no,
00102100,euro-pallet,54,no,
00102101,rollcontainer,37,no,
00102102,euro-pallet,24,no,
00102103,euro-pallet,30,no,
00102104,rollcontainer,55,no,
00102105,rollcontainer,45,no,
00102106,rollcontainer,44,no,
00102107,rollcontainer,37,no,
00102108,rollcontainer,22,no,
00102109,euro-pallet,61,no,
00102110,euro-pallet,60,no,
00102111,euro-pallet,57,no,
00102112,euro-pallet,54,no,
00102113,rollcontainer,43,no,
00102114,rollcontainer,44,no,
00102115,rollcontainer,38,no,
00102116,euro-pallet,31,no,
00102117,euro-pallet,28,no,
00102118,euro-pallet,57,no,
00102119,euro-pallet,59,no,
00102120,rollcontainer,38,no,
00102121,euro-pallet,48,no,
00102122,rollcontainer,34,no,
00102123,euro-pallet,54,no,
00102124,euro-pallet,58,no,
00102125,euro-pallet,58,no,
00102126,rollcontainer,39,no,
00102127,rollcontainer,40,no,
00102128,rollcontainer,18,no,
00102129,rollcontainer,44,no,
00102130,rollcontainer,48,no,
00102131,euro-pallet,46,no,
00102132,rollcontainer,26,no,
00102133,euro-pallet,44,no,
00102134,rollcontainer,26,no,
00102135,rollcontainer,34,no,
00102136,rollcontainer,80,no,
00102137,euro-pallet,45,no,
00102138,rollcontainer,33,no,
00102139,euro-pallet,44,no,
00102140,rollcontainer,48,no,
00102141,rollcontainer,19,no,
00102142,rollcontainer,17,no,
00102143,rollcontainer,44,no,
00102144,euro-pallet,53,no,
00102145,euro-pallet,35,no,
00102146,euro-pallet,51,no,
00102147,rollcontainer,27,no,
00102148,rollcontainer,48,no,
00102149,euro-pallet,50,no,
00102150,euro-pallet,38,no,
00102151,euro-pallet,42,no,
00102152,rollcontainer,41,no,
00102153,euro-pallet,52,no,
00102154,euro-pallet,44,no,
00102155,euro-pallet,44,no,
00102156,euro-pallet,52,no,
00102157,rollcontainer,43,no,
00102158,rollcontainer,43,no,
00102159,euro-pallet,38,no,
00102160,rollcontainer,18,no,
00102161,euro-pallet,52,no,
00102162,rollcontainer,45,no,
00102163,euro-pallet,35,no,
00102164,euro-pallet,54,no,
00102165,euro-pallet,109,no,
00102166,euro-pallet,48,no,
00102167,rollcontainer,44,no,
00102168,euro-pallet,39,no,
00102169,euro-pallet,51,no,
00102170,euro-pallet,34,no,
00102171,euro-pallet,45,no,
00102172,rollcontainer,46,no,
00102173,rollcontainer,51,no,
00102174,rollcontainer,18,no,
00102175,euro-pallet,36,no,
00102176,rollcontainer,40,no,
00102177,euro-pallet,50,no,
00102178,rollcontainer,37,no,
00102179,rollcontainer,42,no,
00102180,rollcontainer,49,no,
00102181,rollcontainer,43,no,
00102182,rollcontainer,37,no,
00102183,rollcontainer,26,no,
00102184,euro-pallet,54,no,
00102185,rollcontainer,48,no,
00102186,rollcontainer,36,no,
00102187,rollcontainer,19,no,
00102188,rollcontainer,18,no,
00102189,rollcontainer,34,no,
00102190,euro-pallet,54,no,
00102191,euro-pallet,36,no,
00102192,euro-pallet,42,no,
00102193,rollcontainer,34,no,
00102194,euro-pallet,65,no,
00102195,rollcontainer,40,no,
00102196,rollcontainer,44,no,
00102197,euro-pallet,47,no,
00102198,euro-pallet,35,no,
00102199,rollcontainer,34,no,
00102200,rollcontainer,47,no,
00102201,euro-pallet,46,no,
00102202,rollcontainer,19,no,
00102203,rollcontainer,22,no,
00102204,rollcontainer,36,no,
00102205,rollcontainer,53,no,
00102206,rollcontainer,37,no,
00102207,euro-pallet,65,no,
00102208,euro-pallet,51,no,
00102209,rollcontainer,38,no,
00102210,euro-pallet,24,no,
00102211,rollcontainer,34,no,
00102212,euro-pallet,37,no,
00102213,rollcontainer,34,no,
00102214,rollcontainer,43,no,
00102215,euro-pallet,63,no,
00102216,euro-pallet,35,no,
00102217,euro-pallet,98,no,
00102218,euro-pallet,58,no,
00102219,rollcontainer,49,no,
00102220,euro-pallet,42,no,
00102221,rollcontainer,44,no,
00102222,euro-pallet,61,no,
00102223,euro-pallet,49,no,
00102224,euro-pallet,44,no,
00102225,euro-pallet,49,no,
00102226,rollcontainer,22,no,
00102227,euro-pallet,38,no,
00102228,rollcontainer,34,no,
00102229,rollcontainer,38,no,
00102230,rollcontainer,16,no,
00102231,euro-pallet,58,no,
00102232,rollcontainer,28,no,
00102233,euro-pallet,52,no,
00102234,euro-pallet,50,no,
00102235,rollcontainer,48,no,
00102236,euro-pallet,57,no,
00102237,euro-pallet,56,no,
00102238,rollcontainer,41,no,
00102239,euro-pallet,46,no,
00102240,rollcontainer,43,no,
00102241,rollcontainer,37,no,
00102242,euro-pallet,33,no,
00102243,rollcontainer,37,no,
00102244,rollcontainer,46,no,
00102245,rollcontainer,44,no,
00102246,euro-pallet,30,no,
00102247,euro-pallet,62,no,
00102248,euro-pallet,103,no,
00102249,euro-pallet,60,no,
00102250,euro-pallet,62,no,
00102251,euro-pallet,57,no,
00102252,rollcontainer,41,no,
00102253,euro-pallet,38,no,
00102254,rollcontainer,46,no,
00102255,euro-pallet,63,no,
00102256,rollcontainer,46,no,
00102257,rollcontainer,34,no,
00102258,euro-pallet,95,no,
00102259,rollcontainer,44,no,
00102260,euro-pallet,52,no,
00102261,rollcontainer,32,no,
00102262,rollcontainer,25,no,
00102263,rollcontainer,17,no,
00102264,rollcontainer,46,no,
00102265,rollcontainer,48,no,
00102266,euro-pallet,54,no,
00102267,euro-pallet,57,no,
00102268,rollcontainer,47,no,
00102269,euro-pallet,31,no,
00102270,euro-pallet,43,no,
00102271,rollcontainer,42,no,
00102272,euro-pallet,33,no,
00102273,rollcontainer,49,no,
00102274,euro-pallet,57,no,
00102275,euro-pallet,52,no,
00102276,rollcontainer,17,no,
00102277,euro-pallet,49,no,
00102278,rollcontainer,48,no,
00102279,rollcontainer,42,no,
00102280,euro-pallet,65,no,
00102281,rollcontainer,50,no,
00102282,euro-pallet,34,no,
00102283,rollcontainer,38,no,
00102284,euro-pallet,41,no,
00102285,euro-pallet,58,no,
00102286,euro-pallet,52,no,
00102287,rollcontainer,40,no,
00102288,rollcontainer,17,no,
00102289,rollcontainer,34,no,
00102290,euro-pallet,66,no,
00102291,euro-pallet,63,no,
00102292,euro-pallet,60,no,
00102293,rollcontainer,41,no,
00102294,rollcontainer,32,no,
00102295,euro-pallet,36,no,
00102296,euro-pallet,93,no,
00102297,euro-pallet,49,no,
00102298,euro-pallet,54,no,
00102299,rollcontainer,18,no,
00102300,euro-pallet,49,no,
00102301,euro-pallet,49,no,
00102302,euro-pallet,43,no,
00102303,euro-pallet,62,no,
00102304,rollcontainer,39,no,
00102305,euro-pallet,44,no,
00102306,rollcontainer,42,no,
00102307,rollcontainer,16,no,
00102308,rollcontainer,39,no,
00102309,euro-pallet,39,no,
00102310,rollcontainer,33,no,
00102311,rollcontainer,19,no,
00102312,euro-pallet,27,no,
00102313,rollcontainer,36,no,
00102314,rollcontainer,37,no,
00102315,rollcontainer,41,no,
00102316,rollcontainer,41,no,
00102317,rollcontainer,34,no,
00102318,euro-pallet,46,no,
00102319,rollcontainer,46,no,
00102320,euro-pallet,57,no,
00102321,rollcontainer,44,no,
00102322,euro-pallet,54,no,
00102323,rollcontainer,41,no,
00102324,rollcontainer,37,no,
00102325,euro-pallet,53,no,
00102326,rollcontainer,44,no,
00102327,rollcontainer,40,no,
00102328,euro-pallet,77,no,
00102329,euro-pallet,44,no,
00102330,rollcontainer,40,no,
00102331,rollcontainer,23,no,
00102332,rollcontainer,44,no,
00102333,euro-pallet,52,no,
00102334,euro-pallet,29,no,
00102335,rollcontainer,17,no,
00102336,rollcontainer,17,no,
00102337,rollcontainer,47,no,
00102338,rollcontainer,45,no,
00102339,rollcontainer,38,no,
00102340,euro-pallet,36,no,
00102341,euro-pallet,66,no,
00102342,rollcontainer,39,no,
00102343,euro-pallet,116,no,
00102344,euro-pallet,58,no,
00102345,rollcontainer,33,no,
00102346,euro-pallet,47,no,
00102347,euro-pallet,63,no,
00102348,rollcontainer,43,no,
00102349,euro-pallet,33,no,
00102350,rollcontainer,18,no,
00102351,rollcontainer,19,no,
00102352,rollcontainer,33,no,
00102353,euro-pallet,66,no,
00102354,euro-pallet,42,no,
00102355,rollcontainer,39,no,
00102356,euro-pallet,58,no,
00102357,euro-pallet,84,no,
00102358,euro-pallet,58,no,
00102359,rollcontainer,33,no,
00102360,euro-pallet,53,no,
00102361,rollcontainer,39,no,
00102362,euro-pallet,57,no,
00102363,euro-pallet,50,no,
00102364,rollcontainer,32,no,
00102365,euro-pallet,51,no,
00102366,euro-pallet,36,no,
00102367,euro-pallet,45,no,
00102368,rollcontainer,63,no,
00102369,euro-pallet,66,no,
00102370,rollcontainer,37,no,
00102371,euro-pallet,58,no,
00102372,euro-pallet,39,no,
00102373,rollcontainer,39,no,
00102374,euro-pallet,50,no,
00102375,rollcontainer,20,no,
00102376,rollcontainer,47,no,
00102377,rollcontainer,36,no,
00102378,euro-pallet,58,no,
00102379,euro-pallet,50,no,
00102380,euro-pallet,56,no,
00102381,euro-pallet,45,no,
00102382,rollcontainer,47,no,
00102383,euro-pallet,84,no,
00102384,rollcontainer,42,no,
00102385,rollcontainer,43,no,
00102386,euro-pallet,68,no,
00102387,euro-pallet,54,no,
00102388,rollcontainer,44,no,
00102389,rollcontainer,35,no,
00102390,euro-pallet,105,no,
00102391,euro-pallet,50,no,
00102392,rollcontainer,17,no,
00102393,euro-pallet,38,no,
00102394,rollcontainer,29,no,
00102395,rollcontainer,36,no,
00102396,euro-pallet,47,no,
00102397,rollcontainer,46,no,
00102398,rollcontainer,18,no,
00102399,rollcontainer,53,no,
00102400,euro-pallet,54,no,
00102401,rollcontainer,38,no,
00102402,rollcontainer,42,no,
00102403,euro-pallet,46,no,
00102404,rollcontainer,46,no,
00102405,rollcontainer,43,no,
00102406,euro-pallet,56,no,
00102407,rollcontainer,46,no,
00102408,euro-pallet,78,no,
00102409,rollcontainer,33,no,
00102410,rollcontainer,39,no,
00102411,rollcontainer,38,no,
00102412,euro-pallet,35,no,
00102413,euro-pallet,54,no,
00102414,rollcontainer,43,no,
00102415,euro-pallet,55,no,
00102416,euro-pallet,53,no,
00102417,euro-pallet,38,no,
00102418,euro-pallet,44,no,
00102419,euro-pallet,55,no,
00102420,rollcontainer,22,no,
00102421,rollcontainer,35,no,
00102422,rollcontainer,42,no,
00102423,euro-pallet,60,no,
00102424,rollcontainer,67,no,
00102425,euro-pallet,50,no,
00102426,rollcontainer,36,no,
00102427,rollcontainer,46,no,
00102428,euro-pallet,34,no,
00102429,rollcontainer,47,no,
00102430,rollcontainer,47,no,
00102431,rollcontainer,26,no,
00102432,rollcontainer,66,no,
00102433,rollcontainer,49,no,
00102434,rollcontainer,19,no,
00102435,euro-pallet,60,no,
00102436,rollcontainer,26,no,
00102437,euro-pallet,62,no,
00102438,rollcontainer,43,no,
00102439,rollcontainer,66,no,
00102440,rollcontainer,41,no,
00102441,euro-pallet,66,no,
00102442,euro-pallet,58,no,
00102443,euro-pallet,49,no,
00102444,rollcontainer,38,no,
00102445,rollcontainer,32,no,
00102446,rollcontainer,44,no,
00102447,euro-pallet,55,no,
00102448,rollcontainer,32,no,
00102449,euro-pallet,53,no,
00102450,rollcontainer,21,no,
00102451,rollcontainer,38,no,
00102452,rollcontainer,24,no,
00102453,rollcontainer,36,no,
00102454,rollcontainer,40,no,
00102455,rollcontainer,32,no,
00102456,euro-pallet,55,no,
00102457,euro-pallet,50,no,
00102458,rollcontainer,40,no,
00102459,euro-pallet,50,no,
00102460,euro-pallet,39,no,
00102461,rollcontainer,40,no,
00102462,rollcontainer,42,no,
00102463,euro-pallet,50,no,
00102464,rollcontainer,52,no,
00102465,euro-pallet,56,no,
00102466,euro-pallet,58,no,
00102467,euro-pallet,39,no,
00102468,rollcontainer,41,no,
00102469,euro-pallet,48,no,
00102470,rollcontainer,21,no,
00102471,euro-pallet,57,no,
00102472,rollcontainer,42,no,
00102473,rollcontainer,46,no,
00102474,rollcontainer,48,no,
00102475,euro-pallet,65,no,
00102476,euro-pallet,44,no,
00102477,euro-pallet,36,no,
00102478,rollcontainer,33,no,
00102479,rollcontainer,44,no,
00102480,euro-pallet,28,no,
00102481,euro-pallet,68,no,
00102482,rollcontainer,48,no,
00102483,rollcontainer,67,no,
00102484,rollcontainer,33,no,
00102485,rollcontainer,46,no,
00102486,rollcontainer,35,no,
00102487,rollcontainer,47,no,
00102488,rollcontainer,46,no,
00102489,euro-pallet,41,no,
00102490,euro-pallet,50,no,
00102491,euro-pallet,70,no,
00102492,euro-pallet,48,no,
00102493,rollcontainer,44,no,
00102494,euro-pallet,36,no,
00102495,euro-pallet,57,no,
00102496,euro-pallet,63,no,
00102497,rollcontainer,31,no,
00102498,euro-pallet,39,no,
00102499,euro-pallet,61,no,
00102500,euro-pallet,62,no,
00102501,rollcontainer,42,no,
00102502,rollcontainer,41,no,
00102503,euro-pallet,52,no,
00102504,euro-pallet,57,no,
00102505,rollcontainer,47,no,
00102506,euro-pallet,50,no,
00102507,euro-pallet,64,no,
00102508,rollcontainer,38,no,
00102509,rollcontainer,19,no,
00102510,euro-pallet,56,no,
00102511,rollcontainer,43,no,
00102512,rollcontainer,42,no,
00102513,rollcontainer,26,no,
00102514,rollcontainer,33,no,
00102515,rollcontainer,20,no,
00102516,euro-pallet,62,no,
00102517,euro-pallet,40,no,
00102518,rollcontainer,44,no,
00102519,euro-pallet,50,no,
00102520,euro-pallet,39,no,
00102521,rollcontainer,16,no,
00102522,euro-pallet,54,no,
00102523,rollcontainer,47,no,
00102524,rollcontainer,29,no,
00102525,euro-pallet,58,no,
00102526,euro-pallet,48,no,
00102527,rollcontainer,43,no,
00102528,rollcontainer,45,no,
00102529,rollcontainer,44,no,
00102530,euro-pallet,61,no,
00102531,euro-pallet,30,no,
00102532,rollcontainer,32,no,
00102533,euro-pallet,31,no,
00102534,rollcontainer,17,no,
00102535,rollcontainer,17,no,
